Id,qc_code,LotFrontage,LotArea,BldgType,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
train_7748,75107234,60,10005,1Fam,2,0,5,1927,1067,3,GasA,N,1616,0,2009,175499.705131535
test_3168,123193115,,10400,1Fam,1,0,6,1927,1777,2,GasA,Y,1077,0,2006,
train_2373,707033,105,15578,1Fam,2,0,8,1927,689,3,GasA,Y,2392,0,2009,260211.238475805
train_6400,707033,65,6204,1Fam,2,0,9,1927,855,2,GasA,Y,1306,0,2010,165063.438333647
train_1315,2161751,60,12090,1Fam,1,1,5,1927,794,2,GasA,Y,1434,0,2007,176763.209740249
test_877,77210195,60,7200,1Fam,2,0,6,1927,2121,3,GasA,Y,1525,0,2007,
train_1515,25418193,,11600,1Fam,1,0,8,1927,1650,3,GasA,Y,2183,0,2006,331998.314072277
test_303,25418193,,5784,1Fam,2,1,8,1927,1113,3,GasA,Y,1069,0,2007,
train_1951,215176202,93,9236,1Fam,3,1,9,1928,1364,2,GasA,Y,1908,0,2008,151002.115147739
train_1066,23232234,,11700,1Fam,1,0,4,1928,855,1,GasA,Y,1836,0,2007,181491.403267147
train_1072,23232234,,6380,1Fam,2,0,7,1928,936,3,GasA,Y,1489,0,2007,112929.592047706
train_1404,23232234,84,8765,1Fam,1,1,8,1928,1276,3,GasA,Y,864,0,2007,103494.192016601
train_5958,23232234,60,10552,1Fam,1,0,8,1928,1436,3,GasA,Y,1593,0,2007,130250.225080434
train_7769,145155180,,16647,2fmCon,1,1,6,1928,1004,3,GasA,Y,2113,0,2009,139642.315513126
train_309,19921184,36,10125,1Fam,2,1,5,1928,912,3,GasA,Y,1734,0,2007,153791.581555406
train_4281,19921184,65,9150,1Fam,2,0,7,1928,832,2,GasA,Y,2008,0,2009,131314.898704257
train_4712,19921184,64,7758,1Fam,1,1,4,1928,1234,4,GasA,Y,480,0,2009,96312.6722160908
train_5782,19921184,83,10452,1Fam,1,1,9,1928,728,3,GasA,Y,894,0,2007,120665.835154498
train_6145,19921184,49,8314,1Fam,1,0,10,1928,858,2,GasA,N,2000,0,2008,129368.666841175
train_6716,19921184,70,7861,1Fam,2,0,4,1928,780,3,GasA,Y,1428,0,2007,108263.187030636
train_7313,19921184,60,9600,2fmCon,2,1,6,1928,1004,4,GasA,Y,1582,0,2009,134971.852955239
train_7957,19921184,60,16770,1Fam,2,1,7,1928,965,4,GasA,Y,1629,0,2009,183819.328694556
test_458,19921184,35,14442,1Fam,2,0,8,1928,1214,3,GasA,Y,864,0,2009,
test_1178,19921184,74,8738,1Fam,1,1,5,1928,861,3,GasA,Y,1428,0,2006,
test_1481,19921184,,7018,TwnhsE,2,1,8,1928,864,3,GasA,N,1718,0,2010,
test_4123,19921184,,7861,Duplex,2,0,5,1928,1109,4,GasA,Y,1389,0,2009,
train_9652,2860211,174,10452,Duplex,1,1,6,1928,960,3,GasA,Y,1744,0,2009,152404.527978146
train_2881,4121950,63,9920,TwnhsE,1,1,6,1928,689,2,GasA,N,864,0,2009,99282.8420626524
test_4,4121950,70,3951,1Fam,2,0,5,1928,780,6,GasA,Y,2087,0,2007,
test_3008,4121950,63,9612,TwnhsE,2,1,5,1928,440,2,GasA,Y,1482,0,2007,
train_916,119193197,77,8924,TwnhsE,2,0,4,1928,728,3,GasA,Y,1422,0,2008,160603.824253912
train_5566,224108239,70,10150,1Fam,2,0,7,1928,872,3,GasA,Y,1200,0,2007,102945.398266172
train_801,87199179,95,8791,1Fam,3,0,3,1928,979,3,GasA,Y,1440,0,2009,177860.218066532
train_1760,87199179,86,8123,1Fam,1,1,7,1928,1581,3,GasA,Y,2127,0,2008,183490.171871365
train_6931,87199179,,11426,Twnhs,2,1,6,1928,712,3,GasA,Y,1120,0,2009,151970.948065127
train_7187,87199179,75,2001,1Fam,2,1,5,1928,1056,3,GasA,Y,1266,0,2008,143767.14807831
train_8722,87199179,105,11844,Duplex,1,0,6,1928,1232,3,GasA,Y,1040,0,2007,187208.362481961
train_9186,87199179,107,10448,1Fam,2,0,6,1928,816,3,GasA,Y,1779,0,2006,121998.56688344
test_4717,87199179,63,1680,Twnhs,2,1,5,1928,1396,3,GasA,Y,1304,0,2006,
train_5106,16932225,,8800,1Fam,1,0,6,1928,756,4,GasA,Y,3140,0,2007,185884.653196354
train_4138,97195160,70,10690,1Fam,1,0,5,1928,1670,2,GasA,Y,1484,0,2007,191291.395917561
train_4408,140253130,82,9742,1Fam,2,0,8,1928,1008,4,GasA,Y,1473,0,2007,171449.185919625
train_5093,140253130,100,13650,1Fam,2,0,7,1928,0,4,GasA,Y,2224,0,2009,186111.623661068
train_6377,140253130,,10463,1Fam,1,1,8,1928,1560,3,GasA,Y,948,0,2009,173451.759226759
train_9591,140253130,49,25286,Twnhs,2,0,7,1928,822,2,GasA,Y,1498,0,2006,145995.408806111
test_280,140253130,70,5119,Duplex,2,0,8,1928,1649,4,GasA,Y,900,0,2008,
test_1598,140253130,,13284,1Fam,2,1,6,1928,2216,1,GasA,Y,2452,0,2009,
test_1637,140253130,78,8777,1Fam,1,1,6,1928,1194,3,GasA,Y,2069,0,2009,
test_3219,140253130,60,11428,1Fam,1,0,5,1928,372,3,GasA,Y,2358,0,2010,
test_3785,140253130,86,14585,1Fam,1,1,7,1928,1436,2,GasA,Y,2364,0,2009,
train_508,15073124,60,8777,1Fam,2,1,6,1928,872,2,GasA,Y,1717,0,2008,148278.672245528
train_913,15073124,72,10552,1Fam,2,1,6,1928,998,4,GasA,Y,1228,0,2009,147751.802137035
train_5057,15073124,70,12203,1Fam,2,0,7,1928,864,3,GasA,Y,1111,0,2009,122716.710338211
train_8524,15073124,,13072,1Fam,2,0,10,1928,520,4,GasA,Y,1266,0,2008,161399.054338511
train_7245,75107234,60,14215,1Fam,1,1,5,1928,1175,3,GasA,N,1750,0,2009,234603.787094367
train_8024,13910521,44,3072,1Fam,1,0,6,1928,735,3,GasA,Y,1502,0,2006,112449.790469864
train_127,707033,70,12822,1Fam,2,0,9,1928,1021,4,GasA,Y,1718,0,2009,182050.196060749
train_5341,707033,49,9142,1Fam,2,1,8,1928,672,3,GasA,Y,1768,0,2009,161094.764714742
train_9834,707033,64,8200,1Fam,1,1,8,1928,720,3,GasA,Y,1710,0,2006,167886.570572859
test_4517,707033,86,21695,1Fam,2,0,6,1928,0,3,GasA,Y,1099,0,2007,
train_9239,254104193,30,8880,1Fam,1,0,7,1928,1419,3,GasA,Y,1155,0,2006,235447.859729975
test_1579,5224343,44,9066,1Fam,2,0,8,1928,1151,4,GasA,Y,1795,0,2008,
train_344,1534992,,16669,1Fam,1,0,11,1928,896,3,GasA,Y,1301,0,2008,258801.068214847
train_1088,23232234,55,13350,1Fam,2,0,5,1929,958,2,GasA,Y,1904,0,2007,164948.664001942
train_4220,23232234,60,12384,1Fam,1,1,8,1929,1763,2,GasA,Y,1517,0,2006,161418.683058587
train_6896,23232234,80,10029,1Fam,1,0,6,1929,1086,4,GasA,Y,1707,0,2010,121089.077560798
test_283,23232234,78,9286,1Fam,2,0,6,1929,840,3,GasA,Y,2520,0,2007,
test_3691,23232234,,10083,Duplex,1,0,5,1929,894,3,GasA,Y,1940,0,2010,
train_197,1312151,75,10452,1Fam,1,1,7,1929,1242,3,GasA,Y,1442,0,2010,116864.390813667
test_1632,2429160,,10448,1Fam,1,1,5,1929,1581,2,GasA,Y,1694,0,2010,
train_3943,19921184,34,10207,Twnhs,2,0,8,1929,483,3,GasA,Y,1728,0,2006,130156.991198944
train_4511,19921184,52,11846,1Fam,1,1,5,1929,672,3,GasA,Y,1915,0,2010,110125.416061662
train_5116,19921184,73,11888,1Fam,2,0,11,1929,1498,2,GasA,Y,1063,0,2009,140392.466894501
train_5316,19921184,60,8640,1Fam,2,0,7,1929,1117,3,GasA,Y,2462,0,2007,220863.385311087
train_5494,19921184,,14115,1Fam,2,1,7,1929,1291,3,GasA,N,1720,0,2008,161771.249213372
test_2655,19921184,58,8244,1Fam,2,0,5,1929,888,4,GasA,N,1125,0,2006,
test_398,2860211,74,4500,1Fam,2,1,6,1929,1092,3,GasA,Y,2715,0,2006,
train_6419,4121950,100,9100,1Fam,2,1,8,1929,912,2,GasA,Y,789,0,2007,139889.338340952
test_4602,4121950,43,12160,Duplex,2,1,7,1929,700,3,GasA,Y,1552,0,2007,
train_4469,87199179,60,2280,1Fam,2,0,9,1929,1602,2,GasA,Y,1340,0,2009,137449.234003112
train_8594,87199179,110,14154,1Fam,2,0,4,1929,1496,6,GasA,Y,912,0,2006,145280.854399181
test_2115,87199179,72,12803,1Fam,1,1,4,1929,596,4,GasA,Y,3395,0,2007,
train_1314,16932225,,28698,1Fam,1,1,6,1929,1704,3,GasA,Y,1510,0,2006,216952.019360282
train_1718,16932225,,7917,1Fam,2,0,5,1929,1165,3,GasA,Y,980,0,2007,133333.388373489
test_4663,16932225,50,5000,1Fam,2,2,5,1929,1768,2,GasA,Y,1324,0,2009,
train_4729,97195160,44,7588,1Fam,1,0,8,1929,776,3,GasA,Y,2263,0,2009,189824.992771702
train_686,140253130,90,5000,1Fam,1,0,5,1929,1686,3,GasA,Y,1479,0,2006,190321.798010329
train_3191,140253130,55,18386,1Fam,1,0,7,1929,1249,1,GasA,Y,1689,0,2009,168238.775089072
train_4106,140253130,67,13350,1Fam,1,0,6,1929,1650,4,GasA,Y,1728,0,2008,173455.302892083
train_6106,140253130,60,9170,1Fam,1,0,7,1929,1800,3,GasA,Y,904,0,2006,151804.323224796
train_9167,140253130,75,8925,1Fam,1,1,6,1929,1719,4,GasA,Y,1178,0,2009,160269.630087027
train_685,15073124,80,10267,TwnhsE,2,1,6,1929,1814,2,GasA,Y,1441,0,2007,213325.096559766
train_5142,15073124,78,11250,Duplex,2,1,6,1929,802,3,GasA,Y,1392,0,2009,144165.839891076
train_5179,13910521,80,11606,1Fam,2,1,5,1929,729,4,GasA,Y,1786,0,2006,235287.435882857
test_683,1344051,110,13907,1Fam,1,0,6,1929,1013,3,GasA,Y,1498,0,2008,
test_3260,707033,,6120,1Fam,2,1,5,1929,264,3,GasA,Y,1836,0,2009,
test_4544,77210195,90,9490,1Fam,1,1,6,1929,1792,3,GasA,Y,720,0,2009,
train_9578,25418193,21,14587,2fmCon,1,0,7,1929,1686,3,GasA,Y,2144,0,2008,304383.70657458
train_8310,1042019,65,8200,1Fam,1,0,4,1930,1145,3,GasA,Y,1484,0,2006,196146.867172931
train_843,129251161,57,10624,1Fam,2,0,11,1930,876,3,GasA,Y,1453,0,2009,118792.305276083
train_5381,231147216,,4712,Twnhs,1,1,11,1930,1070,3,GasA,Y,1430,0,2008,99483.2623680099
train_2329,23232234,70,10402,1Fam,1,0,4,1930,1626,3,GasA,Y,1230,0,2006,148128.866830444
train_6220,23232234,70,8471,1Fam,1,1,14,1930,1109,3,GasA,Y,1839,0,2007,159530.098467919
train_6233,23232234,55,7314,1Fam,2,0,8,1930,1145,3,GasA,Y,1479,0,2007,123806.083472083
train_7657,23232234,80,11443,1Fam,1,0,12,1930,1436,4,GasA,Y,1092,0,2007,130759.73499189
train_1115,1312151,60,10800,1Fam,2,0,9,1930,3138,3,GasA,Y,1935,0,2007,210767.307750237
test_3482,22521240,65,10728,1Fam,1,0,7,1930,1184,3,GasA,Y,1340,0,2008,
train_3352,2429160,60,17671,1Fam,2,0,6,1930,1032,3,GasA,Y,948,0,2007,94910.2110913594
train_3472,2429160,79,10625,1Fam,2,1,8,1930,928,2,GasA,Y,2144,0,2009,144092.163012619
train_2160,19921184,105,9590,1Fam,2,0,7,1930,1203,2,GasA,Y,1572,0,2009,120329.883449526
train_3854,19921184,,15138,TwnhsE,2,1,5,1930,1484,4,GasA,N,981,0,2006,142522.234310955
train_7016,19921184,60,13695,1Fam,1,0,9,1930,741,3,GasA,Y,1575,0,2007,137099.623094174
train_7286,19921184,36,8635,1Fam,2,0,5,1930,1004,3,GasA,Y,1445,0,2008,145534.75370427
train_8866,19921184,85,17104,1Fam,2,0,10,1930,1670,2,GasA,Y,1328,0,2009,134496.618469572
train_9075,19921184,,9937,1Fam,1,0,7,1930,720,2,GasA,Y,1573,0,2008,133330.405842293
train_9514,19921184,52,5000,1Fam,1,0,8,1930,1143,3,GasA,Y,1768,0,2006,140744.819521079
train_9691,19921184,53,8250,1Fam,2,1,5,1930,1517,3,GasA,N,1526,0,2006,166584.456392423
test_137,19921184,,13400,1Fam,1,1,5,1930,874,3,GasA,Y,1284,0,2008,
test_1622,19921184,58,7000,1Fam,2,0,4,1930,1392,4,GasA,Y,2142,0,2007,
test_1854,19921184,,10594,1Fam,2,1,11,1930,1264,2,GasA,Y,2775,0,2009,
test_3543,19921184,106,7420,1Fam,2,0,6,1930,1392,3,GasA,N,1392,0,2007,
train_3678,2860211,21,14587,1Fam,2,0,7,1930,1144,2,GasA,Y,1198,0,2006,119135.310251623
train_5177,2860211,130,4274,TwnhsE,1,0,7,1930,1436,2,GasA,Y,923,0,2006,109276.107088213
test_1671,2860211,36,11777,1Fam,2,1,7,1930,1008,3,GasA,Y,1062,0,2008,
test_3436,4121950,84,5100,1Fam,1,0,5,1930,689,4,GasA,Y,2240,0,2006,
train_740,24644229,80,7658,1Fam,1,1,8,1930,650,3,GasA,Y,1344,0,2007,125367.491613319
train_3161,24644229,32,14000,1Fam,2,0,6,1930,1374,3,GasA,Y,1477,0,2006,156098.950212115
train_9451,24644229,60,8600,1Fam,1,1,6,1930,600,3,GasA,Y,1414,0,2010,138402.560713104
test_4350,24644229,92,12030,1Fam,1,1,7,1930,1122,3,GasA,Y,1494,0,2008,
test_954,119193197,60,8530,1Fam,1,1,7,1930,1656,3,GasA,Y,1368,0,2007,
train_5524,7554117,30,9430,1Fam,2,0,3,1930,1088,3,GasA,Y,1297,0,2009,101445.215764411
train_3087,22012553,64,14115,1Fam,2,0,4,1930,990,2,GasA,Y,480,0,2006,122907.820704007
train_4260,22012553,134,9636,1Fam,1,0,6,1930,848,3,GasA,Y,1376,0,2009,92447.8003981265
train_8570,22012553,85,4400,1Fam,2,0,11,1930,1362,3,GasA,Y,1664,0,2009,150704.770357963
test_2227,22012553,64,6120,TwnhsE,1,0,8,1930,686,3,GasA,Y,1310,0,2008,
train_613,87199179,65,9000,1Fam,2,0,5,1930,1214,3,GasA,N,1069,0,2009,99350.3920453417
train_1405,87199179,,4058,1Fam,2,1,6,1930,1722,3,GasA,Y,1208,0,2008,157341.110677485
train_1802,87199179,51,9042,1Fam,2,0,7,1930,1056,4,GasA,Y,1639,0,2006,155952.622190732
train_1950,87199179,50,7000,1Fam,2,0,7,1930,1560,3,GasA,Y,1644,0,2007,138138.64023595
train_2592,87199179,80,10200,1Fam,1,0,7,1930,2392,3,GasA,Y,2794,0,2007,238627.430267022
train_2614,87199179,110,4928,1Fam,2,1,6,1930,832,1,GasA,Y,2034,0,2007,121709.003781477
train_2966,87199179,24,5784,Twnhs,2,1,8,1930,728,3,GasA,Y,752,0,2008,106214.963639945
train_3130,87199179,51,10382,1Fam,1,1,7,1930,1398,3,GasA,Y,2403,0,2009,182270.580842418
train_5724,87199179,21,8795,1Fam,2,1,7,1930,608,2,GasA,Y,1196,0,2009,74926.6443494514
train_5874,87199179,40,9000,1Fam,2,0,5,1930,1225,4,GasA,Y,864,0,2009,168700.985752477
train_6620,87199179,60,9098,1Fam,2,0,7,1930,1522,2,GasA,Y,2794,0,2010,203101.398443973
train_7578,87199179,,8176,1Fam,2,1,6,1930,1152,4,GasA,Y,1572,0,2010,207751.595349174
train_8302,87199179,81,13159,1Fam,2,0,6,1930,832,3,GasA,Y,1214,0,2009,142168.08481137
test_1921,87199179,65,1936,1Fam,2,0,6,1930,1684,3,GasA,Y,1595,0,2009,
test_2386,87199179,73,9382,Twnhs,1,0,5,1930,832,2,GasA,Y,1489,0,2010,
test_3985,87199179,70,7700,1Fam,1,0,8,1930,944,3,GasA,Y,1756,0,2006,
test_4275,87199179,55,46589,1Fam,1,1,7,1930,600,3,GasA,Y,1200,0,2006,
test_4295,87199179,91,16492,1Fam,1,0,8,1930,928,2,GasA,Y,1208,0,2006,
test_4422,87199179,66,6120,Twnhs,0,0,6,1930,1008,3,GasA,Y,1712,0,2008,
test_4490,87199179,79,9196,1Fam,1,1,6,1930,1080,3,GasA,Y,1212,0,2009,
test_4646,87199179,43,10386,1Fam,2,0,9,1930,1242,3,GasA,Y,1656,0,2006,
train_3480,16932225,,8740,1Fam,2,1,8,1930,1392,2,GasA,Y,1163,0,2007,127759.650905372
train_6231,16932225,107,15138,1Fam,2,1,5,1930,1196,3,GasA,Y,1080,0,2009,128916.997244621
test_1371,16932225,65,13418,1Fam,1,1,14,1930,1568,3,GasA,Y,2080,0,2009,
train_1700,97195160,,14154,1Fam,1,1,6,1930,847,3,GasA,Y,990,0,2009,158056.808740921
train_2384,97195160,60,12968,1Fam,2,0,5,1930,883,4,GasA,Y,1144,0,2008,154805.9775965
train_2675,97195160,59,12003,1Fam,1,1,7,1930,3094,3,GasA,Y,1077,0,2006,173697.225674799
train_2964,97195160,72,9490,1Fam,1,0,6,1930,1062,3,GasW,Y,1362,0,2009,148912.285308378
train_3868,97195160,,10106,1Fam,3,1,6,1930,1466,3,GasA,Y,2614,0,2007,226486.169197979
train_9903,97195160,,5500,TwnhsE,2,0,8,1930,1084,3,GasA,Y,2119,0,2008,167249.975590167
test_2968,97195160,55,7800,1Fam,2,1,6,1930,1120,4,GasA,Y,952,0,2007,
train_5737,3472229,55,1680,1Fam,2,0,8,1930,384,2,GasA,Y,1370,0,2010,117950.774936524
test_241,3472229,77,13560,1Fam,1,1,7,1930,1067,3,GasA,Y,1327,0,2009,
train_729,140253130,67,8198,1Fam,1,1,6,1930,1720,3,GasA,N,1638,0,2006,168917.316760089
train_792,140253130,80,6629,TwnhsE,2,1,5,1930,1234,3,GasA,Y,1416,0,2007,128111.872086462
train_1943,140253130,21,7535,TwnhsE,2,0,6,1930,910,1,GasA,Y,694,0,2008,101379.815138973
train_4326,140253130,65,6120,1Fam,2,1,5,1930,912,3,GasA,Y,1493,0,2009,142333.780513502
train_4905,140253130,65,11645,1Fam,3,0,5,1930,992,3,GasA,Y,1764,0,2006,179073.473170433
train_5636,140253130,93,7500,1Fam,1,0,10,1930,1392,4,GasA,Y,952,0,2010,151338.247073365
train_9100,140253130,102,7758,1Fam,2,1,6,1930,617,3,GasA,N,1614,0,2007,111288.366918745
train_9256,140253130,44,14442,1Fam,2,0,6,1930,540,3,GasA,Y,1131,0,2008,143903.490532942
train_9620,140253130,60,53504,1Fam,1,0,5,1930,770,3,GasA,Y,1716,0,2009,174581.230147314
test_696,140253130,,12984,1Fam,2,0,8,1930,991,3,GasA,Y,1392,0,2008,
test_1157,140253130,,7264,1Fam,1,1,7,1930,1237,2,GasA,Y,1512,0,2009,
test_1839,140253130,67,6120,1Fam,1,0,10,1930,360,2,GasA,Y,1949,0,2009,
test_4347,140253130,65,11275,1Fam,2,0,7,1930,1143,3,GasA,Y,1588,0,2007,
train_3768,15073124,64,13286,Twnhs,2,1,5,1930,2109,2,GasA,Y,2554,0,2006,246707.827451715
test_4090,15073124,85,11844,1Fam,1,0,5,1930,1488,4,GasA,Y,1252,0,2007,
train_5555,75107234,81,7937,1Fam,2,1,6,1930,483,3,GasA,Y,1242,0,2008,148635.546681744
train_5567,75107234,,8750,1Fam,1,0,4,1930,1128,2,GasA,Y,1077,0,2010,112859.92785644
test_2057,75107234,63,11787,1Fam,2,0,6,1930,1208,3,GasA,Y,858,0,2006,
test_2710,75107234,,9600,TwnhsE,3,0,6,1930,884,3,GasA,Y,1052,0,2008,
test_4003,75107234,80,8125,1Fam,1,0,6,1930,1310,3,GasA,Y,1142,0,2008,
test_2266,13910521,73,4608,1Fam,1,1,5,1930,725,3,GasA,Y,2200,0,2009,
train_294,707033,50,8520,1Fam,2,0,7,1930,1337,2,GasA,Y,1419,0,2006,237649.371100335
train_561,707033,81,7200,1Fam,2,0,5,1930,637,3,GasA,Y,1432,0,2007,181804.941984551
test_1713,707033,,9317,1Fam,1,0,8,1930,928,3,GasA,Y,912,0,2010,
test_2193,707033,34,10410,1Fam,1,0,4,1930,1626,3,GasA,Y,1573,0,2007,
test_2205,707033,65,9084,1Fam,2,1,6,1930,742,2,GasA,Y,988,0,2008,
test_2550,707033,55,53227,1Fam,0,0,9,1930,1128,3,GasA,Y,1605,0,2007,
train_7549,254104193,75,9525,1Fam,1,0,12,1930,832,2,GasA,Y,1867,0,2009,177865.550384201
train_7594,2161751,50,13418,Duplex,1,0,6,1930,832,3,GasA,Y,2468,0,2007,262314.790742405
train_9501,2161751,70,10197,1Fam,1,0,7,1930,1722,2,GasA,Y,894,0,2008,276439.433620025
test_2973,77210195,70,20431,1Fam,1,0,7,1930,673,2,GasA,Y,1324,0,2007,
train_3482,5224343,120,11228,1Fam,2,0,6,1930,686,3,GasA,N,1479,0,2007,179616.860215668
test_395,25316186,,10007,1Fam,2,0,4,1930,1141,3,GasA,Y,1656,0,2007,
train_2687,25418193,65,10530,TwnhsE,1,0,6,1930,1461,4,GasA,Y,1057,0,2010,194830.878507548
train_5462,25418193,80,7200,Duplex,1,1,7,1930,1602,3,GasA,Y,1869,0,2008,234504.201981965
train_6232,25418193,74,11616,1Fam,1,0,4,1930,715,4,GasA,Y,965,0,2006,210412.866594538
train_4134,19317133,60,7750,1Fam,1,0,8,1930,954,3,GasA,Y,864,0,2008,178598.941088984
test_543,19317133,60,3880,1Fam,1,0,6,1930,1602,3,GasA,Y,1150,0,2009,
test_4411,1534992,,9430,1Fam,1,0,10,1930,795,3,GasA,Y,1712,0,2006,
train_1846,23232234,92,7750,1Fam,2,0,12,1931,975,2,GasA,Y,2462,0,2010,159308.921915686
train_8966,23232234,57,10237,1Fam,1,1,4,1931,1099,3,GasA,Y,1505,0,2008,143457.568246831
test_2180,23232234,80,9588,Duplex,1,1,6,1931,1203,3,GasA,Y,1148,0,2006,
test_1831,2429160,62,11600,1Fam,2,0,6,1931,744,2,GasA,Y,1370,0,2009,
train_1070,19921184,73,6000,TwnhsE,2,0,10,1931,780,3,GasA,Y,999,0,2007,112333.049008284
train_2424,19921184,66,2289,1Fam,2,1,6,1931,864,3,GasA,Y,988,0,2008,81230.7842809419
train_3382,19921184,88,10208,1Fam,2,0,6,1931,970,3,GasA,Y,1158,0,2006,92812.7732912692
train_5561,19921184,58,7064,1Fam,3,0,7,1931,768,4,GasW,Y,1217,0,2007,134735.335900985
train_5585,19921184,,11475,1Fam,2,0,7,1931,637,3,GasA,Y,861,0,2007,110836.080915533
train_7020,19921184,75,5105,1Fam,1,0,6,1931,1080,3,GasA,Y,1236,0,2006,108624.17919002
train_7419,19921184,80,9525,1Fam,1,0,7,1931,816,3,GasA,Y,2291,0,2009,137909.058160651
train_8417,19921184,60,12800,1Fam,1,0,7,1931,958,2,GasA,Y,1048,0,2006,88805.9457264654
train_9924,19921184,63,10778,1Fam,2,1,9,1931,1350,3,GasA,Y,800,0,2009,107345.620727829
test_1070,19921184,24,22420,1Fam,1,0,5,1931,768,6,GasA,Y,1473,0,2010,
test_1186,19921184,73,9591,1Fam,2,1,6,1931,1164,3,GasA,Y,2259,0,2006,
test_1790,19921184,70,6563,1Fam,1,0,8,1931,1713,2,GasA,Y,1718,0,2009,
test_1899,2860211,,13891,1Fam,2,1,7,1931,1195,2,GasA,N,1792,0,2006,
train_915,4121950,50,13101,1Fam,1,0,9,1931,1588,2,GasA,Y,1929,0,2006,217057.816968447
train_4113,4121950,92,2001,TwnhsE,1,1,8,1931,1814,3,GasA,Y,1850,0,2009,183163.597287317
train_6041,4121950,82,12438,1Fam,1,1,6,1931,994,3,GasA,Y,1464,0,2006,153485.546842463
train_7581,4121950,65,11475,TwnhsE,2,0,5,1931,630,4,GasA,Y,1431,0,2009,147606.812896197
train_9504,4121950,85,7472,1Fam,2,0,7,1931,1616,3,GasA,N,1337,0,2008,156172.485546912
train_9571,4121950,56,7420,Twnhs,1,0,5,1931,858,3,GasA,Y,1482,0,2007,133914.473078318
train_900,87199179,66,9000,TwnhsE,1,0,5,1931,1522,3,GasA,Y,1142,0,2006,121807.627979946
train_4366,87199179,65,15611,1Fam,1,1,2,1931,1362,3,GasA,Y,2728,0,2006,178921.992970622
train_5486,87199179,73,18450,1Fam,2,0,5,1931,1396,2,GasA,Y,2259,0,2006,202601.149819249
train_7349,87199179,62,8544,1Fam,2,0,6,1931,796,3,GasA,N,1144,0,2010,143183.193297997
train_7437,87199179,80,6130,1Fam,2,1,4,1931,0,3,GasA,Y,948,0,2008,84679.2271821762
train_7690,87199179,80,11900,1Fam,2,0,7,1931,1001,3,GasA,N,2504,0,2007,194626.705237766
train_7862,87199179,62,11120,1Fam,2,0,8,1931,1362,4,GasA,N,1539,0,2006,196077.24884671
train_9288,87199179,68,9245,1Fam,1,0,5,1931,651,2,GasA,N,894,0,2007,90886.3051332119
test_4043,87199179,,6402,1Fam,2,0,8,1931,1694,3,GasA,Y,1230,0,2007,
test_4577,87199179,65,7700,TwnhsE,2,0,7,1931,1136,6,GasA,Y,1412,0,2010,
train_993,16932225,,18386,TwnhsE,2,0,7,1931,483,3,GasA,Y,1126,0,2009,124007.949311463
test_1483,16932225,75,11500,1Fam,2,1,6,1931,1086,2,GasA,Y,1886,0,2009,
train_9247,97195160,80,8777,1Fam,1,0,6,1931,990,4,GasA,N,1112,0,2006,113425.219829683
train_9648,97195160,,2289,1Fam,2,0,7,1931,1302,3,GasA,Y,894,0,2006,130909.341092528
train_22,246250102,60,1680,1Fam,2,0,5,1931,1078,3,GasA,Y,1482,0,2007,164593.148905088
test_2060,246250102,,8004,1Fam,2,0,7,1931,860,3,GasA,Y,1163,0,2007,
train_8038,3472229,,3951,1Fam,2,1,6,1931,1039,3,GasA,Y,1775,0,2009,195103.266620081
train_4746,4312288,63,13860,1Fam,2,1,7,1931,1686,3,GasA,Y,1184,0,2008,187010.098314973
train_520,25169250,66,46589,1Fam,1,1,8,1931,600,4,GasA,Y,1250,0,2007,121200.431452066
train_2885,140253130,80,5000,1Fam,1,1,5,1931,1856,2,GasA,Y,1852,0,2008,230699.855673045
train_5260,140253130,37,11250,1Fam,1,1,6,1931,1753,3,GasA,Y,952,0,2008,192939.978499715
train_5616,140253130,54,21750,TwnhsE,1,0,5,1931,1200,4,GasA,N,1694,0,2006,175823.639156384
train_9014,140253130,50,39104,1Fam,1,0,6,1931,2046,3,GasA,Y,1547,0,2010,246281.012614839
train_9440,140253130,21,12099,1Fam,2,1,6,1931,384,2,GasA,Y,1440,0,2010,151794.044361201
train_9910,140253130,63,9830,1Fam,1,0,7,1931,864,2,GasA,Y,1109,0,2008,164159.431674826
test_4152,140253130,64,10800,1Fam,1,0,5,1931,536,3,GasA,Y,2696,0,2009,
test_4529,140253130,60,1680,1Fam,2,0,6,1931,764,3,GasA,Y,1742,0,2010,
test_391,15073124,75,15578,1Fam,1,1,7,1931,1710,4,GasA,Y,778,0,2009,
test_3959,15073124,74,4435,1Fam,2,0,10,1931,1029,2,GasA,Y,1146,0,2008,
train_184,75107234,75,11184,1Fam,2,0,8,1931,1032,3,GasA,Y,875,0,2006,125450.998519482
train_2844,75107234,110,16285,1Fam,2,1,6,1931,1040,4,GasA,Y,1828,0,2007,228205.996601882
train_5276,75107234,60,10552,1Fam,1,1,7,1931,3094,2,GasA,N,2353,0,2009,278789.004580286
train_6846,75107234,82,4923,1Fam,2,0,7,1931,864,3,GasA,Y,1123,0,2006,150861.108120276
train_3027,13910521,104,17920,1Fam,2,0,7,1931,1090,3,GasA,Y,1118,0,2010,147370.949447626
train_3647,63132210,70,9135,1Fam,2,0,3,1931,1065,8,GasA,Y,1683,0,2009,212923.008508824
